timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-07-15,115.54,115.64,113.95,114.63,114.63,3447961,0.0,1.0
2019-07-12,114.13,115.35,113.93,115.3,115.3,10783395,0.0,1.0
2019-07-11,113.37,114.355,113.12,114.1,114.1,11595170,0.0,1.0
2019-07-10,113.37,113.83,112.74,113.02,113.02,9242253,0.0,1.0
2019-07-09,112.28,113.49,112.1503,113.35,113.35,8947322,0.0,1.0
2019-07-08,112.96,113.48,112.5,112.87,112.87,6917209,0.0,1.0
2019-07-05,113.51,114.27,112.92,113.49,113.49,7929536,0.0,1.0
2019-07-03,113.34,113.87,112.26,112.82,112.82,6849443,0.8,1.0
2019-07-02,113.51,114.2,113.22,113.8,112.9987,10182625,0.0,1.0
2019-07-01,113.23,114.52,113.08,113.68,112.8796,12762478,0.0,1.0
2019-06-28,111.04,112.43,110.9,111.8,111.0128,21634683,0.0,1.0
2019-06-27,108.84,109.55,108.44,108.84,108.0737,10906607,0.0,1.0
2019-06-26,108.3,109.31,108.16,108.48,107.7162,10324609,0.0,1.0
2019-06-25,108.68,108.98,107.67,107.76,107.0013,18660111,0.0,1.0
2019-06-24,109.28,109.77,108.535,108.66,107.8949,13039577,0.0,1.0
2019-06-21,110.19,111.67,109.09,109.44,108.6694,27089546,0.0,1.0
2019-06-20,110.88,111.085,109.0331,110.19,109.4142,13638199,0.0,1.0
2019-06-19,110.82,111.59,109.695,109.91,109.1361,13126542,0.0,1.0
2019-06-18,109.01,111.405,108.98,110.71,109.9305,11057340,0.0,1.0
2019-06-17,109.7,110.37,109.06,109.22,108.451,8128583,0.0,1.0
2019-06-14,109.57,110.3027,108.63,109.82,109.0468,9077685,0.0,1.0
2019-06-13,109.46,110.16,109.05,109.54,108.7687,8406903,0.0,1.0
2019-06-12,110.7,110.9,108.89,109.27,108.5006,9670511,0.0,1.0
2019-06-11,110.82,111.57,110.37,110.68,109.9007,9847999,0.0,1.0
2019-06-10,110.75,111.21,110.215,110.34,109.5631,11380602,0.0,1.0
2019-06-07,109.7,110.02,108.96,109.16,108.3914,10618932,0.0,1.0
2019-06-06,110.15,110.87,108.9307,110.37,109.5929,8726664,0.0,1.0
2019-06-05,109.86,110.38,108.6376,110.13,109.3546,8340484,0.0,1.0
2019-06-04,107.85,109.9,107.13,109.74,108.9673,12858587,0.0,1.0
2019-06-03,105.8,106.86,105.3,106.46,105.7104,11680745,0.0,1.0
2019-05-31,105.56,106.589,104.84,105.96,105.2139,10952857,0.0,1.0
2019-05-30,108.65,109.18,106.54,107.06,106.3062,10367822,0.0,1.0
2019-05-29,107.45,108.4,107.06,108.22,107.458,9966365,0.0,1.0
2019-05-28,109.2,109.83,108.44,108.52,107.7559,11665579,0.0,1.0
2019-05-24,109.52,109.96,109.19,109.71,108.9375,8537252,0.0,1.0
2019-05-23,109.64,109.79,107.5,108.64,107.8751,14557969,0.0,1.0
2019-05-22,111.4,111.79,110.75,110.82,110.0397,7918898,0.0,1.0
2019-05-21,111.44,111.92,111.215,111.73,110.9433,7967976,0.0,1.0
2019-05-20,110.58,111.81,110.37,111.35,110.566,8518244,0.0,1.0
2019-05-17,110.0,111.75,109.8257,110.77,109.9901,9570477,0.0,1.0
2019-05-16,110.62,112.17,110.59,111.31,110.5263,9672729,0.0,1.0
2019-05-15,109.21,110.8958,108.61,109.9,109.1262,10142048,0.0,1.0
2019-05-14,109.55,111.72,109.5,110.32,109.5432,10503672,0.0,1.0
2019-05-13,110.08,110.45,108.98,109.45,108.6794,13783652,0.0,1.0
2019-05-10,111.75,112.84,110.54,112.51,111.7178,13189381,0.0,1.0
2019-05-09,111.14,112.74,110.58,112.52,111.7277,12205866,0.0,1.0
2019-05-08,112.66,113.67,112.46,112.61,111.8171,9576075,0.0,1.0
2019-05-07,114.03,114.03,112.285,113.21,112.4129,15017725,0.0,1.0
2019-05-06,114.18,115.47,113.72,115.09,114.2796,9387010,0.0,1.0
2019-05-03,116.0,116.68,115.67,116.12,115.3024,8185409,0.0,1.0
2019-05-02,115.17,115.7753,114.58,115.41,114.5974,8613305,0.0,1.0
2019-05-01,115.72,117.0,115.11,115.16,114.3492,10412881,0.0,1.0
2019-04-30,116.43,116.724,115.26,116.05,115.2329,11389147,0.0,1.0
2019-04-29,114.6,117.155,114.445,116.12,115.3024,14242237,0.0,1.0
